"image_path","instrument","state","image_id","background_aug"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_02_aug008.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","2","8.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_02_aug009.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","2","9.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_02_aug010.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","2","10.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_02_aug011.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","2","11.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_02_aug015.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","2","15.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_02_aug016.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","2","16.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_02_aug017.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","2","17.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_02_aug019.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","2","19.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3",""
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug000.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","0.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug001.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","1.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug003.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","3.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug004.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","4.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug006.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","6.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug007.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","7.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug008.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","8.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug009.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","9.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug010.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","10.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug011.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","11.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug013.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","13.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug014.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","14.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug016.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","16.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug017.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","17.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug018.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","18.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_03_aug019.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","3","19.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4",""
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug002.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","2.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug003.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","3.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug004.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","4.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug006.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","6.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug007.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","7.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug010.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","10.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug011.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","11.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug012.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","12.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug013.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","13.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug014.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","14.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug015.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","15.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug016.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","16.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_04_aug019.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","4","19.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5",""
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug000.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","0.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug001.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","1.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug003.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","3.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug004.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","4.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug005.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","5.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug006.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","6.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug007.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","7.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug008.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","8.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug010.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","10.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug011.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","11.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug012.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","12.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug014.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","14.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug015.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","15.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug016.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","16.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug017.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","17.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_05_aug018.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","5","18.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6",""
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug000.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","0.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug001.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","1.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug002.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","2.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug003.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","3.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug004.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","4.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug005.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","5.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug006.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","6.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug007.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","7.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug009.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","9.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug010.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","10.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug011.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","11.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug012.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","12.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug015.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","15.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug016.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","16.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug018.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","18.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_06_aug019.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","6","19.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7",""
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug000.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","0.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug001.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","1.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug002.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","2.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug003.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","3.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug004.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","4.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug005.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","5.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug006.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","6.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug007.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","7.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug010.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","10.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug011.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","11.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug012.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","12.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug013.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","13.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug014.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","14.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug015.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","15.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug016.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","16.0"
"D:\augmented_data_random_backgrounds\images\train\Needle_Holder_Mayo-Hegar_Straight_Carb-bite_Serrated_Jaws_8in_closed_07_aug017.jpg","Needle Holder Mayo-Hegar Straight Carb-bite Serrated Jaws 8in","closed","7","17.0"
